name,organization,homepage,logo,twitter,crunchbase_url,funding,member,relation,tag,license,headquarters,description,crunchbase_description,crunchbase_homepage,crunchbase_city,crunchbase_region,crunchbase_country,crunchbase_twitter,crunchbase_linkedin,crunchbase_ticker,crunchbase_kind,crunchbase_min_employees,crunchbase_max_employees,category,subcategory,oss,github_repo,github_stars,github_description,github_latest_commit_date,github_latest_commit_link,github_latest_release_date,github_latest_release_link,github_start_commit_date,github_start_commit_link,github_contributors_count,github_contributors_link,accepted,incubation,graduated,dev_stats_url,artwork_url,blog_url,mailing_list_url,slack_url,youtube_url,chat_channel,last_audit_date,last_audit_url
SCN Avatar,,https://www.scn-avatar.com/,logos/fe066637110e821a6e477707f1e3a2e396e194f1df1b4a337f8659969a79faab.svg,,,,,,,,,Virtual and Augmented Reality provides real-life answers to the challenges of today and tomorrow,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Securitas Technologies,,https://securitas.nl,logos/66a5572d5acdf58a9866955c564af4e20b356243dbaef992ee7619816eb9f05c.svg,,,,,,,,,"Securitas Technologies delivers security and surveillance technologies and services for critical infrastructure, mobility and public spaces, combining sensors with operational expertise.",,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Selfly,,https://selfly.nl,,,,,,,,,,"Selfly delivers security and surveillance technologies and services for critical infrastructure, mobility and public spaces, combining sensors with operational expertise.",,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Sensar,,https://www.sensar.nl/,logos/c566d8e9c75cb2cdf83cd7c503a923f24483910c88cb8108ee84beac8be3d050.svg,http://twitter.com/sensar_space,,,,,,,,WE REDUCE GROUND DEFORMATION RISKS WITH SATELLITE CHANGE MONITORING SOLUTIONS.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Serco,,https://www.serco.com/eu/sector-expertise/space,logos/ec336678763d9a5287b7d0d631c9710ef75dd7b7c4d19211739666b82494b17f.svg,https://twitter.com/Serco_Europe,,,,,,,,"Serco is among the leading Space Industry and Services Companies. We have over 40 years’ experience in supporting the space sector: Since the creation of the European Space Agency (ESA), our employees have been providing everyday their technical, scientific and management skills to support the full range of European cornerstone space missions.",,,,,,,,,,,,Mission Operations,All,,,,,,,,,,,,,,,,,,,,,,,,
SES New Skies,,https://www.ses.com/,logos/b23929c19bd1a0570dd0466078898361fc2d725bb2502ed5c6f5a7e4e5a0ee81.svg,https://twitter.com/SES_Satellites,,,,,,,,"We are proud to be the leader in global content connectivity solutions, connecting more people in more places with content that educates and entertains; protects populations and drives business forward; enriches lives and empowers personal stories.",,,,,,,,,,,,Satellite Operations,All,,,,,,,,,,,,,,,,,,,,,,,,
SGAC Space Generation Advisory Council,,https://spacegeneration.org/regions/europe/netherlands,,https://twitter.com/SGAC/,,,,,,,,"We are the VOICE of the largest network of students, young professionals and alumni in the space industry.",,,,,,,,,,,,Industry and Professional Associations,All,,,,,,,,,,,,,,,,,,,,,,,,
Shore Systems,,https://www.shoresystems.nl/,,,,,,,,,,"Shore Systems is specialised in the development, design and production of hydrogen powered VTOL drones with unprecedented range and hover capabilities.",,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
Skeye,,https://skeye.com,logos/3459952cf27dd8813e68042b6eaa4be948fd21922c5302c6e2abdd6f94678bfe.svg,,,,,,,,,Skeye provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Skyflox,,https://skyflox.eu/,logos/589b27e63688d71c93382b8ceeddc36882c5d8f9ebac20f015865aa0395a08e8.svg,https://twitter.com/skyflox_,,,,,,,,Using airliner fleets to better understand our planet,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
SkyGeo,,https://skygeo.com/,logos/f90f27986a729d593d9b75786d9e81c2ac0ff5fe2c5ed91ce225ed0739304b1e.svg,,,,,,,,,SkyGeo is a next generation Earth Observation company.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Skylab Analystics,,http://skylabanalytics.com/,logos/f6d7e114f82cf67dc620be419c26702017842ea124f946697a8bd97b5df19b7b.svg,,,,,,,,,"Skylab Analytics makes sense of space based imagery and data analytics technology for global businesses with global problems. We are an independent satellite data analytics company, without any revenue commitments to any satellite data provider. As such we will find the aerial or satellite data collection platform that is technically most suited to solve your problem, with no hidden commercial agenda. We work with several air/spaceborne data providers and sensor technologies.",,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
Skytree,,https://skytree.eu/,logos/697ddc1eb895f249358efa15a07ab153f2c6e35264cf0908681dd1d4bd2a17fe.svg,https://twitter.com/skytreeco2,,,,,,,,Skytree is a spinout of the European Space Agency. Our CO2 re-capture process was originally developed to make longer space missions possible by extracting the CO2 exhaled by astronauts on board of spacecraft.,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Skyvision,,https://skyvision-drones.com,logos/e9d8d4aabe516584f3c65e32581cfb22ca6034109b5e8cce87365e5f2244232f.svg,,,,,,,,,"Skyvision develops and delivers drone systems and services for inspection, mapping, security and other industrial applications, integrating hardware, software and operations.",,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
SLTN,,https://www.sltn.nl/,logos/0cc67ef16f1bee0acc17fa92c0d4a053017ae7618f376cb88e5e4aa47372ae95.svg,,,,,,,,,"SLTN Ontzorgt ICT. Dat doen wij al meer dan 20 jaar met Passie, Kwaliteit en Innovatie. Met een omzet van ruim 150 miljoen euro behoren wij tot de grotere, niet beursgenoteerde IT bedrijven van Nederland en daar zijn we uitermate trots op!",,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
SmartFarmSensing,,https://www.smartfarmsensing.com/,,,,,,,,,,"Smart Farm Sensing provides products, services and solutions to the agriculture sector based on intelligent sensor data, remote sensing and geospatial information.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
SmartQare,,https://www.smartqare.nl/,logos/c1a0d13c4017f162057695d65352893f9ee6c35b2dfbe8447a39f005f38e8554.svg,,,,,,,,,"smartQare is een jonge onderneming met gedreven professionals die een gezamenlijke missie hebben om mensen in staat te stellen hun leven te blijven leiden zoals ze dat gewend zijn te doen, gezond en actief te blijven en zich veiliger te voelen. Een bedrijf met een missie die is ingegeven door persoonlijke ervaringen van de oprichters: beiden hebben een moeder die gebaat is bij betrouwbare zorg op afstand.",,,,,,,,,,,,Location-based Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Sobolt,,https://sobolt.com/,logos/d347ef0b4ece6418304ca87ee2f22fe16471fcd13c167588b23327c02c0d16cd.svg,https://twitter.com/Sobolt_AI,,,,,,,,Mission Deep-learning applications for sustainable futures. Solutions Improved decision-making with actionable insights. Find your fit. Team We work towards a sustainable future. How about you?,,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
Social Charging,,https://www.social-charging.com/,,,,,,,,,,Social Charging connects electric drivers to each other and to smart systems.,,,,,,,,,,,,Location-based Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Soilspect,,https://soilspect.nl/,logos/aac1d703cb2b20406142e88d7477f53688d6feac4bbd1914c2389d0d908d1701.svg,,,,,,,,,Bringing the worlds of geologists and smart measurements together.,,,,,,,,,,,,Location-based Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Solartechno,,https://www.solartechno.com/,logos/4808d2c6db9542a0bfe9b279b6f899133e7c73a17ecd2da132fc6072247af1e1.svg,,,,,,,,,"Our mission is to make solar energy available for everyone, everywhere, even in remote areas without a grid connection, while removing the need for polluting diesel generators.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Space Applications Services,,https://www.spaceapplications.com/,logos/0e2874b81074156af3d0ab6c47cf2450dab43868f4ed92bb69d8025e27571263.svg,,,,,,,,,"Space Applications Services provides engineering, software and system solutions for space missions, supporting design, integration and operations across satellites and ground segments.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Space Expo,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Museums,All,,,,,,,,,,,,,,,,,,,,,,,,
Space Safety Institute,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Industry and Professional Associations,All,,,,,,,,,,,,,,,,,,,,,,,,
Space4Good,,https://space4good.com/,logos/47bf282394308533a7f57ebfac9865c23419df16d17d11468d0c30f2303d4b48.svg,https://twitter.com/Space4Good,,,,,,,,Space4Good uses remote sensing to monitor social and environmental impact,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
SpaceNed,,https://www.spacened.nl/,logos/4c80a434c075f0bcc544d15081a4f773d6e06b04673e996ebe3072f8eda04e3c.svg,,,,,,,,,,,,,,,,,,,,,Industry and Professional Associations,All,,,,,,,,,,,,,,,,,,,,,,,,
Spherical Systems,,https://spherical-systems.com/,logos/f0c2429bfc146a854a7003800fc08f608f8e56206e235a4179659ea252aa2587.svg,,,,,,,,,Spherical Systems provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
SRON,,https://sron.nl/,logos/51b5d371a76fd149156fdde9a49834148c5136beae582068459d5f3d22222e83.svg,https://twitter.com/SRON_Space,,,,,,,,Stichting Sron Netherlands Institute For Space Research provides scientific equipment. The Company offers a variety of space research equipment. Stichting Sron Netherlands Institute For Space Research operates out of the Netherlands.,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
SSC Aurora Technology,,https://aurora.nl/,logos/2359009bb2924e42db3baaf779c2685b8f80f9420569b7987f589ee5541e9d56.svg,,,,,,,,,Aurora is firmly established within the Space industry as a support company providing a high level of service in the provision of engineering and scientific services.,,,,,,,,,,,,Space Recruitment,All,,,,,,,,,,,,,,,,,,,,,,,,
SSPF,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
Stellar Space Industries,,https://stellarspaceindustries.com/,logos/ffc09d37d5622ce2ec72c9c584b15f26522427d461ff131fd59175a017d23801.svg,https://twitter.com/StellarSpaceInd,,,,,,,,We design and build satellites for In Situ Resource Utilization. We provide Engineering and Manufacturing Services,,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
Survey Intelligence,,https://www.survintel.com/,logos/df0ba3d5b1a967b7e5d40d8364c80475c32303e4e5fa856a030174f388c7bfaf.svg,,,,,,,,,Survey Intelligence provides users with the tools to help understand and forecast the movement of the ground that causes stress on infrastructure. Stress that can lead to damages and ultimately to accidents. We help our clients to detect where this might happen and allow them time to take action before accidents occur. We provide our clients with an early warning system that allows the monitoring of large areas with high accuracy and cost-effectiveness.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Svasek Hydraulics,,https://www.svasek.nl/,logos/71ac01378fa916a481f8ee2f0dc2285d597480e6e494d54b23dd78e39283bb7d.svg,https://twitter.com/svasekhydraulic,,,,,,,,"Ingenieursbureau Svašek B.V. is een gespecialiseerd adviesbureau op het gebied van kustwaterbouw, havenontwerp en rivierwaterbouw. Onze activiteiten richten zich op stroming en golven alsmede sediment transport en morfologische bodemontwikkelingen veroorzaakt door deze stroming en golven. Kusten, zeeën, estuaria en rivieren zijn ons speelveld. Building with Nature zit in ons DNA.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Sweco (voorheen Grontmij),,https://www.sweco.nl/,logos/d80d031c4fbb0934578c3a31c5842f1ebe4ccde1dcabc0b6fe9f436fb41561e2.svg,https://twitter.com/sweconederland,,,,,,,,"Samen met klanten en de kennis van 17.500 architecten, ingenieurs en adviseurs, creëren we slimme oplossingen voor het stedelijk gebied. Met oog voor de versnellende kracht van digitalisering en het perspectief van een groene en duurzamere samenleving. Schouder aan schouder.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
swyMe,,https://swyme.com/,,https://twitter.com/swymenow,,,,,,,,"Now that the cloud and software-based video collaboration market have matured, swyMe was formed to bring the development, sales, marketing, finance and support all under one roof for the first time and to deliver a world-class, human interaction from anywhere to anywhere.",,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
T-Minus Engineering,,https://t-minus.nl/,logos/af7539d40ce96e059d09bb0aadab2c44cac543afc0a09e95a1a762fa4de71660.svg,https://twitter.com/JanSvobodaCZ,,,,,,,,Leading the way to suborbital space. T-Minus Engineering provides rocket launches for science and defence.,,,,,,,,,,,,Launchers,All,,,,,,,,,,,,,,,,,,,,,,,,
Taniq,,http://www.taniq.com/,logos/7824986b9072d4fccc08e649fa2a7b249aa1997bb144911c4d21045672c53480.svg,,,,,,,,,TANIQ is specialized in the optimization of reinforced rubber products. Our core expertise is designing the most efficient reinforcement structures using Aerospace Engineering design principles.,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Team Tumbleweed,,https://www.teamtumbleweed.eu/,logos/8e7290e5b820b0eaf702e49501d8cde9870e328a16c3c0ecda399c71d323f039.svg,,,,,,,,,Team Tumbleweed provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Technolution,,https://technolution.nl/,logos/bd432a8b7633bd1fdb2a57733a7b9410e485f8be19fd45ab89d369803a7e65a8.svg,https://twitter.com/technolutionbv,,,,,,,,"We are a team of 220 colleagues who are passionate about technology and work on innovative products, systems and technologies for a wide range of clients.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Tecnotion bv,,https://www.tecnotion.com/,logos/0aed33915e65b6d5ee7180af56120a3b37e524d7d1cb9e6e1c4462b72a30b3cb.svg,,,,,,,,,"Tecnotion is the global authority on direct drive motor technology. As a former part of Philips, we are the world's only unbundled manufacturer of linear and torque motors. We specialize solely in the development and production of direct drive motors, which allows us to provide expertise, customer service and product quality that are unmatched by other direct drive manufacturers",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Telespazio Belgium,,https://www.telespazio.be/,logos/daf5b4e3e07627714de66e028570ee9b992aedbd14da310a3f22b886aa440184.svg,,,,,,,,,Telespazio Belgium provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
TERMA,,https://www.terma.com/,logos/132104719937a1be2e5e056a1219a3682fe093b668ac9b794a32847d9d356f7a.svg,https://twitter.com/Terma_Global,,,,,,,,We provide specialist services to Agencies and companies in the space arena for a wide range of technical disciplines. For more than 40 years we have been providing highly tailored services in the challenging space domain.,,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
TerraSphere,,https://terrasphere.nl/,logos/5126501534487693d058784c0f63140f63a0329014ae117d19929b08406313a2.svg,https://twitter.com/Terra_Sphere,,,,,,,,Satellite data can help your business by providing information on the status and performance of your crops. Frequent satellite observations throughout the growing season allows for a continuous monitoring of crop performance. Satellites can provide near-realtime measurements that are independant and available worldwide. Our algorithms are designed to transform raw satellite images to actionable data that can be tailored to your specific business operations and the area of interest.,,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Tf2 devices B.V.,,http://www.tf2devices.com/,logos/442b9f71eefb9e0137133876ac5494df291251c8daefc3342ead43139f5909fa.svg,,,,,,,,,"tf2 devices is a spin-off company from the Radboud University Nijmegen, to further develop thin-film III-V semiconductor technology based on the Epitaxial Lift-Off (ELO) technique.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Thales Cryogenics B.V.,,https://www.thales-cryogenics.com/,,,,,,,,,,"Thales Cryogenics is the European leader in cryogenic technology and supplier of cryogenic coolers. Our product catalog is filled with various cooler technologies, such as rotary Monobloc (RM), linear flexure bearing split stirling (LSF), linear pulse-tube (LPT) cryocoolers, for cooling small sensors and/or circuits to cryogenic temperatures (<180K) and ranging up to 15 Watt cooling power.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
The Hague University,,https://hhs.nl,logos/e8b1312f90d0ce6df7e416b2838eb8b63a3f5fdcf95f0541bb75af0c4823124b.svg,,,,,,,,,"The Hague University conducts research, education and innovation activities related to aerospace and/or unmanned systems, collaborating with industry and public partners.",,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
TNO,,https://tno.nl/,logos/82670790653ea404a6b6ff0a9b8ef9eea7d6aa2a6fada1ce604c5f706b34304b.svg,https://twitter.com/TNO_nieuws,,,,,,,,TNO is an independent innovation organization. We connect people and knowledge to create innovations that strengthen competitiveness.,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
TNO Space & Systems Engineering,,https://www.tno.nl/nl/over-tno/organisatie/units/high-tech-industry/ruimtevaarttechnologie/,logos/61ac68ca3fc562c9d2d6f604c420cd58986bbf6a37ae861e4e1053d95b1fe4ad.svg,,,,,,,,,"TNO advances space technology through applied research, including instruments, optics and system engineering for satellite missions.",,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
Tomtom,,https://zeta-solutions.nl,,,,,,,,,,"All businesses have a responsibility to do good. We take this to heart. In our 30 years of disruptive mapmaking, our relentless innovation in location technologies has always revolved around driving progress. Together, we are creating a safer, cleaner, congestion-free world.",,,,,,,,,,,,Location-based Services,All,,,,,,,,,,,,,,,,,,,,,,,,
TOPIC Embedded Systems,,https://topic.nl/,logos/707f01124cc3e79554713af7635dc3642743bc7cff2cac0d0e9c65b563079f1b.svg,,,,,,,,,"With our specialist knowledge in the field of FPGAs, we offer solutions and design services for the aerospace industry. What is unique is the enormous computing capacity, energy-efficient consumption, a smaller design than in regular hardware and the reprogrammability of the FPGA.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
TriasRND,,https://triasrnd.com/,logos/f7529dfea7facecadc6094ad6be8c6c0a552094fa446f5ab18e24b3ff9207b12.svg,,,,,,,,,The most trusted online community for aerospace testing and engineering services.,,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
TriOpSys,,https://www.triopsys.nl/,logos/60c491af68d49c93d7be7dcd112e75019d332c4f8c2df3cf17908cbb223aa905.svg,https://twitter.com/TriOpSys,,,,,,,,"Defence en Space hebben veel raakvlakken: de gebruikte systemen verwerken grote hoeveelheden gegevens en de vereiste betrouwbaarheid en beschikbaarheid van deze systemen zijn groot. De professionals van TriOpSys, met hun mission critical achtergrond, worden dan ook regelmatig in beide werelden ingezet. We passen onze ervaring ook toe binnen het domein Weather & Climate.",,,,,,,,,,,,Engineering & Test Services,All,,,,,,,,,,,,,,,,,,,,,,,,
TU Delft,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
TU Delft Faculty of Aerospace Engineering,,https://www.tudelft.nl/en/ae,logos/034731a45ba01e76baf769c727515aba520c3561ed978406dd37f31a16de1cdb.svg,,,,,,,,,"TU Delft’s Faculty of Aerospace Engineering is one of Europe’s largest aerospace faculties, covering aeronautics and astronautics across education and research.",,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
TU Delft Space Institute,,https://spaceinstitute.tudelft.nl/,logos/034731a45ba01e76baf769c727515aba520c3561ed978406dd37f31a16de1cdb.svg,,,,,,,,,"The TU Delft Space Institute connects space-related research groups across the university, focusing on satellites, instruments and space missions.",,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
TU Eindhoven,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
Ubotica Technologies,,https://ubotica.com/,logos/4747c3e1cf289e55b97dc82dad7fa2db15b48373a944dbb367e05cf4198aeb9d.svg,,,,,,,,,Ubotica Technologies provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Uitgeest Mechanische Industrie BV,,http://www.umi.nl/,,,,,,,,,,"UMI supplies high precision parts and subassemblies for application in, amongst others: aerospace, nuclear medicine, flight simulation, graphic industry, and general equipment construction.",,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Universiteit Leiden,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
University of Twente,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
VanderSat (Planet),,https://vandersat.com/,,https://twitter.com/VanderSatNL,,,,,,,,"VanderSat is a leading provider of global satellite-observed water and temperature data, products and services. We observe and analyse soil conditions.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Verhaert,,https://verhaert.com/,logos/c24a2a7b94402973347b00d0543e98bd5c7d8479f9d7bec6bd3ffddb5b5c8ac8.svg,https://twitter.com/verhaertmii,,,,,,,,"The space & security sector has always pushed technologies to the limits. Today we rely on these advanced technologies on a daily basis, often without realizing it. The Verhaert group has a strong heritage in aerospace and security. This helps us help you develop and implement advanced technologies, create flexibility and address downstream and recurring business.",,,,,,,,,,,,Space Consultancy,All,,,,,,,,,,,,,,,,,,,,,,,,
Viasat,,https://www.viasat.com/,logos/9420311838786f940881387095c4c9268b8afabfaba59f79365a8aad72920d4f.svg,https://twitter.com/ViasatInc,,,,,,,,Viasat is a provider of high-speed satellite broadband services and secure networking systems covering military and commercial markets.,,,,,,,,,,,,Satellite Operations,All,,,,,,,,,,,,,,,,,,,,,,,,
Void & Visual,,https://www.void-visual.com/,,https://twitter.com/voidandvisual,,,,,,,,The graphic design studio that visualizes ​stories that are out of this world,,,,,,,,,,,,Space Creative Services,All,,,,,,,,,,,,,,,,,,,,,,,,
VORtech,,https://www.vortech.nl/,logos/bfd24ea8005c09c892288c34f2c8cffd854a1e4f71f690dac54b3375671bb00a.svg,,,,,,,,,"Wij helpen onze klanten met het ontwikkelen van veeleisende applicaties voor voorspellingen, simulaties en andere complexe berekeningen. We bieden een unieke combinatie van softwareontwikkeling en advies, met specifieke kennis van technieken als high performance computing, data-model integratie en machine learning.",,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
VSV Leonardo da Vinci,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
Wageningen University,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,Space Education,All,,,,,,,,,,,,,,,,,,,,,,,,
Water Insight BV,,https://waterinsight.nl/,,https://twitter.com/Water_Insight,,,,,,,,"We offer operational water remote sensing products and services such as e.g. our portable WISP WQ meter for blue-algae, transparency and sediments.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Water Watch Foundation,,https://waterwatchfoundation.com/,logos/5de6d33e162bd84a503ec004a4500dd1d18230d8796b555432f8f41a349b2015.svg,https://twitter.com/WaterwatchCoop,,,,,,,,"The mission of Waterwatch Foundation is to facilitate availability of /and access to insightful and actionable information for actors in Agrifood, Water and Climate that nurtures people, nature and provides a better life for all.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
Wattlab,,https://wattlab.nl/,logos/763ecf2e19b7600aae65c25cb73856b5473009f46575d54c5e9af0130f4afd1e.svg,,,,,,,,,Wattlab integrates highly efficient solar energy systems into your product. Turn your assets into smart power plants and generate energy where needed.,,,,,,,,,,,,Subsystems & Components,All,,,,,,,,,,,,,,,,,,,,,,,,
Weather Impact,,https://www.weatherimpact.com/,logos/a7771f4c38928769615beba62b0ab82ee5e27d182787cae0085d8a0ec26d95ff.svg,https://twitter.com/WeatherImpact,,,,,,,,"Weather Impact provides agribusinesses with easy to access, reliable weather and climate information. Our mission is to support farmers to optimize global food production and support climate adaptation.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
West Consulting BV,,https://www.west.nl/,logos/752fc82055df563b88ca3acd531fc448f1461ee46f4610fdb75fd55a37a288dc.svg,,,,,,,,,West is expert in het bouwen van complexe IT systemen,,,,,,,,,,,,Data Analytics & Insights,All,,,,,,,,,,,,,,,,,,,,,,,,
West End,,https://www.westendbv.nl/,logos/5c386d8ab1b5428d0f44d67d36fb6f598e2892047f0912f8b038cd02f997e0bd.svg,,,,,,,,,West End provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
WIA Europe,,https://www.wia-europe.org/,logos/c1a65bf98b26754f2c3f7c6caf072ebfdc0ed5d84742adaee5f7714bfcfa0cd4.svg,https://twitter.com/wia_europe,,,,,,,,"he goals of WIA Europe are to: - Be a networking platform for women in leading positions in aerospace and other technological areas. - Foster and promote the interests of women working in aerospace. - Promote and improve the access of females to technical areas and the space sector. - Advance aerospace education in schools and universities. - Advocate for further investment in space projects in the political environment. - Cooperate for the improvement and stabilization of the position of women in the aerospace profession. - Be an ambassador for space in society, culture, and philosophy. Women In Aerospace Europe is steadily growing and would like to invite you to join. Our membership, consisting of both women and men, share an interest in a broad spectrum of aerospace issues, including human space flight, aviation, remote sensing, satellite communications, robotic space exploration, commercial space, space tourism, and the policy issues surrounding these fields.",,,,,,,,,,,,Industry and Professional Associations,All,,,,,,,,,,,,,,,,,,,,,,,,
Wings for Aid,,https://wingsforaid.org,logos/bbc537e7e5b37e7f62ac05a8112e73ec6f2d895db25060fb2b451bb51ceed6e7.svg,,,,,,,,,"Wings for Aid develops and delivers drone systems and services for inspection, mapping, security and other industrial applications, integrating hardware, software and operations.",,,,,,,,,,,,Drone/UAV Mapping,All,,,,,,,,,,,,,,,,,,,,,,,,
Witteveen en Bos,,https://www.witteveenbos.com/,logos/0bc60cd840ab5aebbbe7f8574c7eaceae313619cb8b21d9f550eb8a33c20f397.svg,https://twitter.com/WitteveenBos,,,,,,,,"As an engineering and consultancy firm, we advise and help clients all over the world in resolving today’s complex challenges. With a network of 23 offices in 11 countries and some 1,400 engineers and consultants, we work on improving the human environment for everyone, today and for future generations. Together with our stakeholders, we contribute to social, ecological and economic progress, with the sustainable development goals of the United Nations serving as an inspirational guideline.",,,,,,,,,,,,Earth Observation Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
XOSight,,https://xosight.com,,,,,,,,,,XOSight provides solutions and services in the space and aerospace domain; details can be found on the company's website.,,,,,,,,,,,,Other Space Data Applications,All,,,,,,,,,,,,,,,,,,,,,,,,
YES!Delft,,https://zeta-solutions.nl,,,,,,,,,,,,,,,,,,,,,,"Research, Innovation and Incubation",All,,,,,,,,,,,,,,,,,,,,,,,,
